state,pollster,sponsors,pollster_rating_id,fte_grade,sample_size,methodology,start_date,end_date,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,notes,url,stage,answer,candidate_name,candidate_party,pct
Nevada,Gravis Marketing,,124,C,926,IVR/Online,8/14/19,8/16/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/Nevada-General-and-Democratic-Caucus-August-16-2019.pdf,general,Trump,Donald Trump,REP,46
Nevada,Gravis Marketing,,124,C,926,IVR/Online,8/14/19,8/16/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/Nevada-General-and-Democratic-Caucus-August-16-2019.pdf,general,Harris,Kamala D. Harris,DEM,45
Nevada,Gravis Marketing,,124,C,926,IVR/Online,8/14/19,8/16/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/Nevada-General-and-Democratic-Caucus-August-16-2019.pdf,general,Trump,Donald Trump,REP,45
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Sanders,Bernard Sanders,DEM,34
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Trump,Donald Trump,REP,44
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Biden,Joseph R. Biden Jr.,DEM,45
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Trump,Donald Trump,REP,43
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Harris,Kamala D. Harris,DEM,36
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Trump,Donald Trump,REP,45
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Warren,Elizabeth Warren,DEM,43
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Trump,Donald Trump,REP,44
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Buttigieg,Pete Buttigieg,DEM,38
Arizona,OH Predictive Insights,,235,B/C,600,IVR/Live Phone,8/13/19,8/14/19,FALSE,,,FALSE,FALSE,,https://www.dropbox.com/s/ogvwnsp7g2h8dg5/AZPOP%20Q3%20PREZ%20-%20PR%20Report%20FNL%20%281%29.pdf,general,Trump,Donald Trump,REP,43
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Biden,Joseph R. Biden Jr.,DEM,50
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Trump,Donald Trump,REP,38
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Sanders,Bernard Sanders,DEM,48
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Trump,Donald Trump,REP,39
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Harris,Kamala D. Harris,DEM,45
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Trump,Donald Trump,REP,39
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Warren,Elizabeth Warren,DEM,46
,Fox News/Beacon Research/Shaw & Co. Research,,103,A-,1013,Live Phone,8/11/19,8/13/19,FALSE,,,FALSE,FALSE,,https://www.foxnews.com/politics/fox-news-poll-8-15,general,Trump,Donald Trump,REP,39
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/2/,general,Biden,Joseph R. Biden Jr.,DEM,45
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/2/,general,Trump,Donald Trump,REP,46
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/3/,general,Sanders,Bernard Sanders,DEM,44
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/3/,general,Trump,Donald Trump,REP,45
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/4/,general,Harris,Kamala D. Harris,DEM,42
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/4/,general,Trump,Donald Trump,REP,44
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/5/,general,Warren,Elizabeth Warren,DEM,43
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/5/,general,Trump,Donald Trump,REP,45
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/5/,general,Buttigieg,Pete Buttigieg,DEM,42
,Zogby Interactive/JZ Analytics,,395,C+,897,Online,8/9/19,8/12/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/19/trump-in-dead-heats-with-biden-and-sanders-half-of-voters-silently-support-trump-3/5/,general,Trump,Donald Trump,REP,45
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Biden,Joseph R. Biden Jr.,DEM,40
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Trump,Donald Trump,REP,45
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Sanders,Bernard Sanders,DEM,38
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Trump,Donald Trump,REP,45
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Harris,Kamala D. Harris,DEM,30
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Trump,Donald Trump,REP,48
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Warren,Elizabeth Warren,DEM,32
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Trump,Donald Trump,REP,48
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Buttigieg,Pete Buttigieg,DEM,31
Alaska,Zogby Interactive/JZ Analytics,24/7 Wall St.,395,C+,321,Online,7/22/19,8/9/19,FALSE,,,FALSE,FALSE,,https://247wallst.com/special-report/2019/08/16/24-7-wall-st-zogby-analytics-battleground-state-poll-most-alaskan-voters-do-not-support-trump-but-agree-on-certain-issues/4/,general,Trump,Donald Trump,REP,45
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Sanders,Bernard Sanders,DEM,51
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Trump,Donald Trump,REP,41
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Biden,Joseph R. Biden Jr.,DEM,53
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Trump,Donald Trump,REP,40
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Warren,Elizabeth Warren,DEM,49
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Trump,Donald Trump,REP,44
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Buttigieg,Pete Buttigieg,DEM,49
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Trump,Donald Trump,REP,42
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Harris,Kamala D. Harris,DEM,47
New Hampshire,Gravis Marketing,,124,C,505,IVR/Online,8/2/19,8/6/19,FALSE,,,FALSE,FALSE,,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf,general,Trump,Donald Trump,REP,44
Utah,Y2 Analytics,Utah Policy,389,B/C,144,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Harris,Kamala D. Harris,DEM,33
Utah,Y2 Analytics,Utah Policy,389,B/C,144,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Trump,Donald Trump,REP,48
Utah,Y2 Analytics,Utah Policy,389,B/C,144,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Buttigieg,Pete Buttigieg,DEM,28
Utah,Y2 Analytics,Utah Policy,389,B/C,144,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Trump,Donald Trump,REP,48
Utah,Y2 Analytics,Utah Policy,389,B/C,140,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,O'Rourke,Beto O'Rourke,DEM,27
Utah,Y2 Analytics,Utah Policy,389,B/C,140,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Trump,Donald Trump,REP,41
Utah,Y2 Analytics,Utah Policy,389,B/C,144,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Warren,Elizabeth Warren,DEM,36
Utah,Y2 Analytics,Utah Policy,389,B/C,144,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Trump,Donald Trump,REP,39
Utah,Y2 Analytics,Utah Policy,389,B/C,143,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Sanders,Bernard Sanders,DEM,44
Utah,Y2 Analytics,Utah Policy,389,B/C,143,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Trump,Donald Trump,REP,38
Utah,Y2 Analytics,Utah Policy,389,B/C,149,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Biden,Joseph R. Biden Jr.,DEM,35
Utah,Y2 Analytics,Utah Policy,389,B/C,149,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Trump,Donald Trump,REP,36
Utah,Y2 Analytics,Utah Policy,389,B/C,153,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Booker,Cory A. Booker,DEM,43
Utah,Y2 Analytics,Utah Policy,389,B/C,153,Online,7/31/19,8/6/19,FALSE,,,FALSE,FALSE,,https://www.utpoliticaltrends.com/s/Utah-Policy-Topline-07-08-for-public-release.pdf,general,Trump,Donald Trump,REP,31
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Biden,Joseph R. Biden Jr.,DEM,50
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Trump,Donald Trump,REP,42
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Harris,Kamala D. Harris,DEM,45
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Trump,Donald Trump,REP,44
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Buttigieg,Pete Buttigieg,DEM,42
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Trump,Donald Trump,REP,44
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Warren,Elizabeth Warren,DEM,46
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Trump,Donald Trump,REP,44
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Sanders,Bernard Sanders,DEM,50
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Trump,Donald Trump,REP,42
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Winfrey,Oprah Winfrey,DEM,46
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Trump,Donald Trump,REP,43
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Obama,Michelle Obama,DEM,51
,SurveyUSA,,325,A,5459,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,general,Trump,Donald Trump,REP,43
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Biden,Joseph R. Biden Jr.,DEM,61
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Trump,Donald Trump,REP,27
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Harris,Kamala D. Harris,DEM,59
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Trump,Donald Trump,REP,30
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Buttigieg,Pete Buttigieg,DEM,53
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Trump,Donald Trump,REP,30
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Warren,Elizabeth Warren,DEM,58
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Trump,Donald Trump,REP,30
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Sanders,Bernard Sanders,DEM,62
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Trump,Donald Trump,REP,29
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Winfrey,Oprah Winfrey,DEM,57
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Trump,Donald Trump,REP,28
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Obama,Michelle Obama,DEM,64
California,SurveyUSA,KGTV-TV (California) | San Diego Union-Tribune,325,A,2184,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=e3191035-e21e-46b7-916a-21fda59627fd,general,Trump,Donald Trump,REP,28
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Biden,Joseph R. Biden Jr.,DEM,49
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Trump,Donald Trump,REP,41
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Harris,Kamala D. Harris,DEM,43
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Trump,Donald Trump,REP,44
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Buttigieg,Pete Buttigieg,DEM,41
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Trump,Donald Trump,REP,43
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Warren,Elizabeth Warren,DEM,44
North Carolina,SurveyUSA,Civitas Institute,325,A,2113,Online,8/1/19,8/5/19,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,general,Trump,Donald Trump,REP,43
